Tue Jun 16 05:37:18 PM EDT 2026
host=c1000a-s25.ufhpc
pwd=/blue/guralnick/share/r.dinnage/Projects/phenovision
[single] PREADAPT_ARGS supplied (REDESIGN single-run path).
[single] args: --condition mae --variant adamw --shared-tokenizer mae --seed 42 --num_epochs 15 --batch_size 768 --phase2_batch_size 384 --blr 0.0005 --weight_decay 0.05 --max_train_samples 214000 --sampler_delta 0.01 --sampler_min_step 5 --sampler_max_step 200 --backpressure-high 6 --backpressure-low 2 --demo_kappa 1 --demo_warmup 200 --val_every_n 100 --projection_dim 8192 --retention_latest_keep 2
============================================================
PhenoVision preadapt trainer (pretraining-as-preadaptation)
============================================================
  run_id           : mae__adamw__s42
  condition        : mae
  variant          : adamw
  shared-tokenizer : mae
  seed             : 42
  output_dir       : /blue/guralnick/share/r.dinnage/Projects/phenovision/xAI/py/../../xAI/output/preadapt/mae__adamw__s42
  epochs           : 15

Device: cuda:0
Loading data...
  [TEST MODE] Limited training to 214000 samples
  Training images: 214000
  Validation subset: 10000
  Representation subset: 1000
[preadapt_models] init_model(condition='mae', exact_control_tokenizer=False): 303,303,682 params (303,303,682 currently trainable, pre-freeze).
[preadapt_train] applied MAE shared input stage (patch_embed + pos_embed).

============================================================
PHASE 1: Frozen Backbone (Equalization = ecological fitting)
============================================================
  Trainable parameters (head only): 2,050
  Epoch 4 [20/278] loss=0.4794 lr=0.000846
  Epoch 4 [40/278] loss=0.4691 lr=0.000841
  Epoch 4 [60/278] loss=0.4797 lr=0.000836
  Epoch 4 [80/278] loss=0.4627 lr=0.000830
  VAL step=1200 val_loss=0.4276 auc_roc_mean=0.8101 auc_pr_mean=0.6839
  Epoch 4 [100/278] loss=0.4655 lr=0.000825
  Epoch 4 [120/278] loss=0.4650 lr=0.000820
  Epoch 4 [140/278] loss=0.4646 lr=0.000814
  Epoch 4 [160/278] loss=0.4952 lr=0.000809
  Epoch 4 [180/278] loss=0.4667 lr=0.000803
  VAL step=1300 val_loss=0.4245 auc_roc_mean=0.8118 auc_pr_mean=0.6873
  Epoch 4 [200/278] loss=0.4905 lr=0.000797
  Epoch 4 [220/278] loss=0.4672 lr=0.000792
  Epoch 4 [240/278] loss=0.4767 lr=0.000786
  Epoch 4 [260/278] loss=0.4556 lr=0.000780

--- Phase 1, Epoch 5 ---
  Epoch 5 [0/278] loss=0.4899 lr=0.000775
  VAL step=1400 val_loss=0.4225 auc_roc_mean=0.8130 auc_pr_mean=0.6891
  Epoch 5 [20/278] loss=0.4843 lr=0.000769
  Epoch 5 [40/278] loss=0.4424 lr=0.000763
  Epoch 5 [60/278] loss=0.4837 lr=0.000757
  Epoch 5 [80/278] loss=0.4644 lr=0.000751
  Epoch 5 [100/278] loss=0.4705 lr=0.000745
  VAL step=1500 val_loss=0.4205 auc_roc_mean=0.8140 auc_pr_mean=0.6916
  Epoch 5 [120/278] loss=0.4712 lr=0.000739
  Epoch 5 [140/278] loss=0.4603 lr=0.000733
  Epoch 5 [160/278] loss=0.4473 lr=0.000727
  Epoch 5 [180/278] loss=0.4508 lr=0.000720
  Epoch 5 [200/278] loss=0.4817 lr=0.000714
  VAL step=1600 val_loss=0.4186 auc_roc_mean=0.8152 auc_pr_mean=0.6936
  Epoch 5 [220/278] loss=0.4647 lr=0.000708
  Epoch 5 [240/278] loss=0.4737 lr=0.000701
  Epoch 5 [260/278] loss=0.4723 lr=0.000695

--- Phase 1, Epoch 6 ---
  Epoch 6 [0/278] loss=0.4995 lr=0.000689
  Epoch 6 [20/278] loss=0.4590 lr=0.000683
  VAL step=1700 val_loss=0.4171 auc_roc_mean=0.8163 auc_pr_mean=0.6957
  Epoch 6 [40/278] loss=0.4736 lr=0.000676
  Epoch 6 [60/278] loss=0.4191 lr=0.000670
  Epoch 6 [80/278] loss=0.4848 lr=0.000663
  Epoch 6 [100/278] loss=0.4774 lr=0.000656
  Epoch 6 [120/278] loss=0.4809 lr=0.000650
  VAL step=1800 val_loss=0.4160 auc_roc_mean=0.8171 auc_pr_mean=0.6962
  Plateau (1/2) auc_roc improvement=0.0019
  Epoch 6 [140/278] loss=0.4711 lr=0.000643
  Epoch 6 [160/278] loss=0.4575 lr=0.000637
  Epoch 6 [180/278] loss=0.4826 lr=0.000630
  Epoch 6 [200/278] loss=0.4702 lr=0.000623
  Epoch 6 [220/278] loss=0.4328 lr=0.000617
  VAL step=1900 val_loss=0.4153 auc_roc_mean=0.8179 auc_pr_mean=0.6983
  Plateau (2/2) auc_roc improvement=0.0016

*** Phase 1 converged at epoch 6, step 1900 ***

PHASE_TRANSITION: step=1900 epoch=6 val_loss=0.4153 auc_roc_mean=0.8179 auc_pr_mean=0.6983 (ECOLOGICAL_FITTING: auc_pr=0.6983, val_loss=0.4153)

============================================================
PHASE 2: Evolution  (variant=adamw)
============================================================
[preadapt_models] freeze_input_stage: froze 3 input-stage tensors.
  Phase-2 uniform lr=0.00075  eff_batch=384  variant=adamw

--- Phase 2, Epoch 7 (P2 epoch 0) ---
  [0/557] loss=0.4328 upd_norm=0.7321 disp=11.6877 sampler=0.3255 lr=0.000678
  EMIT ckpt step=1905 reason=displacement on_ladder=True -> step00001905.pt
  EMIT ckpt step=1910 reason=displacement on_ladder=True -> step00001910.pt
  EMIT ckpt step=1915 reason=displacement on_ladder=True -> step00001915.pt
  EMIT ckpt step=1920 reason=displacement on_ladder=True -> step00001920.pt
  [20/557] loss=0.5952 upd_norm=1.8871 disp=56.0546 sampler=0.0269 lr=0.000676
  EMIT ckpt step=1925 reason=displacement on_ladder=True -> step00001925.pt
  EMIT ckpt step=1930 reason=displacement on_ladder=True -> step00001930.pt
  EMIT ckpt step=1935 reason=displacement on_ladder=True -> step00001935.pt
  EMIT ckpt step=1940 reason=displacement on_ladder=True -> step00001940.pt
  [40/557] loss=0.5574 upd_norm=0.7671 disp=63.2878 sampler=0.0060 lr=0.000673
  EMIT ckpt step=1945 reason=displacement on_ladder=True -> step00001945.pt
  EMIT ckpt step=1950 reason=displacement on_ladder=True -> step00001950.pt
  EMIT ckpt step=1956 reason=displacement on_ladder=True -> step00001956.pt
  [60/557] loss=0.5581 upd_norm=1.8717 disp=64.3935 sampler=0.0089 lr=0.000671
  EMIT ckpt step=1962 reason=displacement on_ladder=True -> step00001962.pt
  EMIT ckpt step=1968 reason=displacement on_ladder=True -> step00001968.pt
  EMIT ckpt step=1976 reason=displacement on_ladder=True -> step00001976.pt
  [80/557] loss=0.6094 upd_norm=2.3523 disp=64.5636 sampler=0.0081 lr=0.000668
  EMIT ckpt step=1984 reason=displacement on_ladder=True -> step00001984.pt
  EMIT ckpt step=1989 reason=displacement on_ladder=True -> step00001989.pt
  EMIT ckpt step=1996 reason=displacement on_ladder=True -> step00001996.pt
  VAL step=2000 (p2=100) val_loss=0.6152 auc_pr_mean=0.4822
  [100/557] loss=0.5653 upd_norm=2.8021 disp=64.6187 sampler=0.0087 lr=0.000666
  EMIT ckpt step=2003 reason=displacement on_ladder=True -> step00002003.pt
  EMIT ckpt step=2010 reason=displacement on_ladder=True -> step00002010.pt
  EMIT ckpt step=2015 reason=displacement on_ladder=True -> step00002015.pt
  EMIT ckpt step=2021 reason=displacement on_ladder=True -> step00002021.pt
  [120/557] loss=0.5570 upd_norm=1.5791 disp=64.6885 sampler=0.0105 lr=0.000663
  EMIT ckpt step=2027 reason=displacement on_ladder=True -> step00002027.pt
  EMIT ckpt step=2032 reason=displacement on_ladder=True -> step00002032.pt
  EMIT ckpt step=2037 reason=displacement on_ladder=True -> step00002037.pt
  [140/557] loss=0.5396 upd_norm=1.2033 disp=64.8153 sampler=0.0099 lr=0.000660
  EMIT ckpt step=2042 reason=displacement on_ladder=True -> step00002042.pt
  EMIT ckpt step=2047 reason=displacement on_ladder=True -> step00002047.pt
  EMIT ckpt step=2052 reason=displacement on_ladder=True -> step00002052.pt
  EMIT ckpt step=2057 reason=displacement on_ladder=True -> step00002057.pt
  [160/557] loss=0.5765 upd_norm=3.5278 disp=65.0965 sampler=0.0155 lr=0.000657
  EMIT ckpt step=2062 reason=displacement on_ladder=True -> step00002062.pt
  EMIT ckpt step=2067 reason=displacement on_ladder=True -> step00002067.pt
  EMIT ckpt step=2072 reason=displacement on_ladder=True -> step00002072.pt
  EMIT ckpt step=2077 reason=displacement on_ladder=True -> step00002077.pt
  [180/557] loss=0.5323 upd_norm=1.6156 disp=65.4846 sampler=0.0160 lr=0.000655
  EMIT ckpt step=2082 reason=displacement on_ladder=True -> step00002082.pt
  EMIT ckpt step=2087 reason=displacement on_ladder=True -> step00002087.pt
  EMIT ckpt step=2092 reason=displacement on_ladder=True -> step00002092.pt
  EMIT ckpt step=2097 reason=displacement on_ladder=True -> step00002097.pt
  VAL step=2100 (p2=200) val_loss=0.5452 auc_pr_mean=0.5518
  [200/557] loss=0.5842 upd_norm=2.7331 disp=65.9397 sampler=0.0179 lr=0.000652
  EMIT ckpt step=2102 reason=displacement on_ladder=True -> step00002102.pt
  EMIT ckpt step=2107 reason=displacement on_ladder=True -> step00002107.pt
  EMIT ckpt step=2112 reason=displacement on_ladder=True -> step00002112.pt
  EMIT ckpt step=2117 reason=displacement on_ladder=True -> step00002117.pt
  [220/557] loss=0.8325 upd_norm=7.8456 disp=66.3428 sampler=0.0248 lr=0.000649
  EMIT ckpt step=2122 reason=displacement on_ladder=True -> step00002122.pt
  EMIT ckpt step=2127 reason=displacement on_ladder=True -> step00002127.pt
  EMIT ckpt step=2132 reason=displacement on_ladder=True -> step00002132.pt
  EMIT ckpt step=2137 reason=displacement on_ladder=True -> step00002137.pt
  [240/557] loss=0.5353 upd_norm=1.0659 disp=66.8998 sampler=0.0154 lr=0.000646
  EMIT ckpt step=2142 reason=displacement on_ladder=True -> step00002142.pt
  EMIT ckpt step=2147 reason=displacement on_ladder=True -> step00002147.pt
  EMIT ckpt step=2152 reason=displacement on_ladder=True -> step00002152.pt
  EMIT ckpt step=2157 reason=displacement on_ladder=True -> step00002157.pt
  [260/557] loss=0.5406 upd_norm=1.5066 disp=67.3887 sampler=0.0187 lr=0.000643
  EMIT ckpt step=2162 reason=displacement on_ladder=True -> step00002162.pt
  EMIT ckpt step=2167 reason=displacement on_ladder=True -> step00002167.pt
  EMIT ckpt step=2172 reason=displacement on_ladder=True -> step00002172.pt
  EMIT ckpt step=2177 reason=displacement on_ladder=True -> step00002177.pt
  [280/557] loss=0.5416 upd_norm=2.5631 disp=67.8441 sampler=0.0182 lr=0.000640
  EMIT ckpt step=2182 reason=displacement on_ladder=True -> step00002182.pt
  EMIT ckpt step=2187 reason=displacement on_ladder=True -> step00002187.pt
  EMIT ckpt step=2192 reason=displacement on_ladder=True -> step00002192.pt
  EMIT ckpt step=2197 reason=displacement on_ladder=True -> step00002197.pt
  VAL step=2200 (p2=300) val_loss=0.5398 auc_pr_mean=0.5625
  [300/557] loss=0.5807 upd_norm=3.3210 disp=68.3515 sampler=0.0178 lr=0.000637
  EMIT ckpt step=2202 reason=displacement on_ladder=True -> step00002202.pt
  EMIT ckpt step=2207 reason=displacement on_ladder=True -> step00002207.pt
  EMIT ckpt step=2212 reason=displacement on_ladder=True -> step00002212.pt
  EMIT ckpt step=2217 reason=displacement on_ladder=True -> step00002217.pt
  [320/557] loss=0.5391 upd_norm=0.8806 disp=68.7371 sampler=0.0145 lr=0.000634
  EMIT ckpt step=2222 reason=displacement on_ladder=True -> step00002222.pt
  EMIT ckpt step=2227 reason=displacement on_ladder=True -> step00002227.pt
  EMIT ckpt step=2232 reason=displacement on_ladder=True -> step00002232.pt
  EMIT ckpt step=2237 reason=displacement on_ladder=True -> step00002237.pt
  [340/557] loss=0.4860 upd_norm=0.1679 disp=69.0327 sampler=0.0171 lr=0.000631
  EMIT ckpt step=2242 reason=displacement on_ladder=True -> step00002242.pt
  EMIT ckpt step=2247 reason=displacement on_ladder=True -> step00002247.pt
  EMIT ckpt step=2252 reason=displacement on_ladder=True -> step00002252.pt
  EMIT ckpt step=2257 reason=displacement on_ladder=True -> step00002257.pt
  [360/557] loss=0.6312 upd_norm=4.6442 disp=69.3225 sampler=0.0181 lr=0.000628
  EMIT ckpt step=2262 reason=displacement on_ladder=True -> step00002262.pt
  EMIT ckpt step=2267 reason=displacement on_ladder=True -> step00002267.pt
  EMIT ckpt step=2272 reason=displacement on_ladder=True -> step00002272.pt
  EMIT ckpt step=2277 reason=displacement on_ladder=True -> step00002277.pt
  [380/557] loss=0.5042 upd_norm=0.3167 disp=69.6942 sampler=0.0157 lr=0.000625
  EMIT ckpt step=2282 reason=displacement on_ladder=True -> step00002282.pt
  EMIT ckpt step=2287 reason=displacement on_ladder=True -> step00002287.pt
  EMIT ckpt step=2292 reason=displacement on_ladder=True -> step00002292.pt
  EMIT ckpt step=2297 reason=displacement on_ladder=True -> step00002297.pt
  VAL step=2300 (p2=400) val_loss=0.4632 auc_pr_mean=0.5844
  [400/557] loss=0.4982 upd_norm=0.2370 disp=70.0211 sampler=0.0129 lr=0.000622
  EMIT ckpt step=2302 reason=displacement on_ladder=True -> step00002302.pt
  EMIT ckpt step=2307 reason=displacement on_ladder=True -> step00002307.pt
  EMIT ckpt step=2312 reason=displacement on_ladder=True -> step00002312.pt
  EMIT ckpt step=2317 reason=displacement on_ladder=True -> step00002317.pt
  [420/557] loss=0.5693 upd_norm=2.9939 disp=70.3073 sampler=0.0161 lr=0.000618
  EMIT ckpt step=2322 reason=displacement on_ladder=True -> step00002322.pt
  EMIT ckpt step=2327 reason=displacement on_ladder=True -> step00002327.pt
  EMIT ckpt step=2332 reason=displacement on_ladder=True -> step00002332.pt
  EMIT ckpt step=2337 reason=displacement on_ladder=True -> step00002337.pt
  [440/557] loss=0.5432 upd_norm=2.8116 disp=70.6250 sampler=0.0201 lr=0.000615
  EMIT ckpt step=2342 reason=displacement on_ladder=True -> step00002342.pt
  EMIT ckpt step=2347 reason=displacement on_ladder=True -> step00002347.pt
  EMIT ckpt step=2352 reason=displacement on_ladder=True -> step00002352.pt
  EMIT ckpt step=2357 reason=displacement on_ladder=True -> step00002357.pt
  [460/557] loss=0.4613 upd_norm=0.9231 disp=70.9710 sampler=0.0171 lr=0.000612
  EMIT ckpt step=2362 reason=displacement on_ladder=True -> step00002362.pt
  EMIT ckpt step=2367 reason=displacement on_ladder=True -> step00002367.pt
  EMIT ckpt step=2372 reason=displacement on_ladder=True -> step00002372.pt
  EMIT ckpt step=2377 reason=displacement on_ladder=True -> step00002377.pt
  [480/557] loss=0.5109 upd_norm=1.0385 disp=71.3909 sampler=0.0181 lr=0.000609
  EMIT ckpt step=2382 reason=displacement on_ladder=True -> step00002382.pt
  EMIT ckpt step=2387 reason=displacement on_ladder=True -> step00002387.pt
  EMIT ckpt step=2392 reason=displacement on_ladder=True -> step00002392.pt
  EMIT ckpt step=2397 reason=displacement on_ladder=True -> step00002397.pt
  VAL step=2400 (p2=500) val_loss=0.4588 auc_pr_mean=0.6144
  [500/557] loss=0.4990 upd_norm=0.6455 disp=71.7614 sampler=0.0161 lr=0.000605
  EMIT ckpt step=2402 reason=displacement on_ladder=True -> step00002402.pt
  EMIT ckpt step=2407 reason=displacement on_ladder=True -> step00002407.pt
  EMIT ckpt step=2412 reason=displacement on_ladder=True -> step00002412.pt
  EMIT ckpt step=2417 reason=displacement on_ladder=True -> step00002417.pt
  [520/557] loss=0.5119 upd_norm=0.6185 disp=72.1720 sampler=0.0202 lr=0.000602
  EMIT ckpt step=2422 reason=displacement on_ladder=True -> step00002422.pt
  EMIT ckpt step=2427 reason=displacement on_ladder=True -> step00002427.pt
  EMIT ckpt step=2432 reason=displacement on_ladder=True -> step00002432.pt
  EMIT ckpt step=2437 reason=displacement on_ladder=True -> step00002437.pt
  [540/557] loss=0.5187 upd_norm=0.9085 disp=72.6835 sampler=0.0251 lr=0.000599
  EMIT ckpt step=2442 reason=displacement on_ladder=True -> step00002442.pt
  EMIT ckpt step=2447 reason=displacement on_ladder=True -> step00002447.pt
  EMIT ckpt step=2452 reason=displacement on_ladder=True -> step00002452.pt
  EMIT ckpt step=2457 reason=displacement on_ladder=True -> step00002457.pt
  EMIT ckpt step=2457 reason=epoch_end on_ladder=True -> step00002457.pt

--- Phase 2, Epoch 8 (P2 epoch 1) ---
  [0/557] loss=0.5335 upd_norm=2.3124 disp=73.1749 sampler=0.0059 lr=0.000596
  EMIT ckpt step=2462 reason=displacement on_ladder=True -> step00002462.pt
  EMIT ckpt step=2467 reason=displacement on_ladder=True -> step00002467.pt
  EMIT ckpt step=2472 reason=displacement on_ladder=True -> step00002472.pt
  EMIT ckpt step=2477 reason=displacement on_ladder=True -> step00002477.pt
  [20/557] loss=0.4954 upd_norm=1.0810 disp=73.6942 sampler=0.0051 lr=0.000592
  EMIT ckpt step=2482 reason=displacement on_ladder=True -> step00002482.pt
  EMIT ckpt step=2487 reason=displacement on_ladder=True -> step00002487.pt
  EMIT ckpt step=2492 reason=displacement on_ladder=True -> step00002492.pt
  EMIT ckpt step=2497 reason=displacement on_ladder=True -> step00002497.pt
  [40/557] loss=0.5355 upd_norm=1.9235 disp=74.1197 sampler=0.0067 lr=0.000589
  VAL step=2500 (p2=600) val_loss=0.4719 auc_pr_mean=0.6362
  EMIT ckpt step=2502 reason=displacement on_ladder=True -> step00002502.pt
  EMIT ckpt step=2507 reason=displacement on_ladder=True -> step00002507.pt
  EMIT ckpt step=2512 reason=displacement on_ladder=True -> step00002512.pt
  EMIT ckpt step=2517 reason=displacement on_ladder=True -> step00002517.pt
  [60/557] loss=0.4936 upd_norm=0.6751 disp=74.5533 sampler=0.0048 lr=0.000585
  EMIT ckpt step=2522 reason=displacement on_ladder=True -> step00002522.pt
  EMIT ckpt step=2527 reason=displacement on_ladder=True -> step00002527.pt
  EMIT ckpt step=2532 reason=displacement on_ladder=True -> step00002532.pt
  EMIT ckpt step=2537 reason=displacement on_ladder=True -> step00002537.pt
  [80/557] loss=0.4913 upd_norm=0.2298 disp=74.9451 sampler=0.0058 lr=0.000582
  EMIT ckpt step=2542 reason=displacement on_ladder=True -> step00002542.pt
  EMIT ckpt step=2547 reason=displacement on_ladder=True -> step00002547.pt
  EMIT ckpt step=2552 reason=displacement on_ladder=True -> step00002552.pt
  EMIT ckpt step=2557 reason=displacement on_ladder=True -> step00002557.pt
  [100/557] loss=0.5221 upd_norm=1.2022 disp=75.3788 sampler=0.0091 lr=0.000578
  EMIT ckpt step=2562 reason=displacement on_ladder=True -> step00002562.pt
  EMIT ckpt step=2567 reason=displacement on_ladder=True -> step00002567.pt
  EMIT ckpt step=2572 reason=displacement on_ladder=True -> step00002572.pt
  EMIT ckpt step=2577 reason=displacement on_ladder=True -> step00002577.pt
  [120/557] loss=0.5120 upd_norm=0.4175 disp=75.9064 sampler=0.0065 lr=0.000575
  EMIT ckpt step=2582 reason=displacement on_ladder=True -> step00002582.pt
  EMIT ckpt step=2587 reason=displacement on_ladder=True -> step00002587.pt
  EMIT ckpt step=2592 reason=displacement on_ladder=True -> step00002592.pt
  EMIT ckpt step=2597 reason=displacement on_ladder=True -> step00002597.pt
  [140/557] loss=0.5105 upd_norm=1.9035 disp=76.3982 sampler=0.0053 lr=0.000571
  VAL step=2600 (p2=700) val_loss=0.4511 auc_pr_mean=0.6386
  EMIT ckpt step=2602 reason=displacement on_ladder=True -> step00002602.pt
  EMIT ckpt step=2607 reason=displacement on_ladder=True -> step00002607.pt
  EMIT ckpt step=2612 reason=displacement on_ladder=True -> step00002612.pt
  EMIT ckpt step=2617 reason=displacement on_ladder=True -> step00002617.pt
  [160/557] loss=0.4925 upd_norm=0.9512 disp=76.9021 sampler=0.0060 lr=0.000567
  EMIT ckpt step=2622 reason=displacement on_ladder=True -> step00002622.pt
  EMIT ckpt step=2627 reason=displacement on_ladder=True -> step00002627.pt
  EMIT ckpt step=2632 reason=displacement on_ladder=True -> step00002632.pt
  BACKPRESSURE: 7 pending > high (6), pausing training (waiting for collectors to drain below 2; polling every 15s).
  BACKPRESSURE cleared — 1 pending < low (2); resuming training.
  EMIT ckpt step=2637 reason=displacement on_ladder=True -> step00002637.pt
  [180/557] loss=0.5105 upd_norm=1.1781 disp=77.2963 sampler=0.0050 lr=0.000564
  EMIT ckpt step=2642 reason=displacement on_ladder=True -> step00002642.pt
  EMIT ckpt step=2647 reason=displacement on_ladder=True -> step00002647.pt
  EMIT ckpt step=2652 reason=displacement on_ladder=True -> step00002652.pt
  EMIT ckpt step=2657 reason=displacement on_ladder=True -> step00002657.pt
  [200/557] loss=0.5457 upd_norm=3.0127 disp=77.6856 sampler=0.0082 lr=0.000560
  EMIT ckpt step=2662 reason=displacement on_ladder=True -> step00002662.pt
  EMIT ckpt step=2667 reason=displacement on_ladder=True -> step00002667.pt
  EMIT ckpt step=2672 reason=displacement on_ladder=True -> step00002672.pt
  EMIT ckpt step=2677 reason=displacement on_ladder=True -> step00002677.pt
  [220/557] loss=0.5299 upd_norm=0.8475 disp=78.1602 sampler=0.0075 lr=0.000556
  EMIT ckpt step=2682 reason=displacement on_ladder=True -> step00002682.pt
  EMIT ckpt step=2687 reason=displacement on_ladder=True -> step00002687.pt
  EMIT ckpt step=2692 reason=displacement on_ladder=True -> step00002692.pt
  EMIT ckpt step=2697 reason=displacement on_ladder=True -> step00002697.pt
  [240/557] loss=0.4956 upd_norm=1.3934 disp=78.5912 sampler=0.0054 lr=0.000553
  VAL step=2700 (p2=800) val_loss=0.4669 auc_pr_mean=0.6513
  EMIT ckpt step=2702 reason=displacement on_ladder=True -> step00002702.pt
  EMIT ckpt step=2707 reason=displacement on_ladder=True -> step00002707.pt
  EMIT ckpt step=2712 reason=displacement on_ladder=True -> step00002712.pt
  EMIT ckpt step=2717 reason=displacement on_ladder=True -> step00002717.pt
  [260/557] loss=0.5279 upd_norm=2.5168 disp=79.0378 sampler=0.0109 lr=0.000549
  EMIT ckpt step=2722 reason=displacement on_ladder=True -> step00002722.pt
